Species	Gene	Expert	Gemini	Grok	OpenAI	Phytomni
Wheat	TraesCS2A02G187800	Q06bycI8Hw6W8H8jMDTtvos4Kgg6W9sE	R2	R3	R4	R1
Wheat	TraesCS2A02G187800	fvHZkgN2HOdn35VTdjVZI6tl23KFQdGT	R2	R3	R4	R1
Wheat	TraesCS2A02G187800	sWrdC0OoH0Ey8xgNSKo1gIF0GROlNeMT	R4	R3	R2	R1
Wheat	TraesCS2B02G219300	57q9O79EpD1McueYRnu0r9O0XFGPuqsn	R1	R4	R3	R2
Wheat	TraesCS2B02G219300	LnoR1Sf9Jb6NnRKQSBLjLPScCEMJOARC	R2	R4	R3	R1
Wheat	TraesCS2B02G219300	79Z89kcb4MSxZ8qHHIgwd6cJIKEfRPG3	R3	R4	R1	R2
Wheat	TraesCS2B02G578500	1BOMjdSGoh8NPgxWTwCbrsxeHWsNgPs9	R2	R4	R1	R3
Wheat	TraesCS2B02G578500	j70VyO9EhEzZM07EZNTRSYsjYxt35cLG	R1	R4	R3	R2
Wheat	TraesCS2B02G578500	79Z89kcb4MSxZ8qHHIgwd6cJIKEfRPG3	R1	R4	R3	R2
Wheat	TraesCS2B02G570900	7cO4f4JYugcVKuSnFpLMgVpKiKI8qIY0	R2	R4	R1	R3
Wheat	TraesCS2B02G570900	c2ozi7Iv8W1fs5lmySuF7Yk6wiPrrrEe	R1	R4	R3	R2
Wheat	TraesCS2B02G570900	f05T1RxysWTCnMykbaQQBqZDeUPdzIdk	R2	R4	R3	R1
Wheat	TraesCS2D02G199900	LnoR1Sf9Jb6NnRKQSBLjLPScCEMJOARC	R2	R3	R4	R1
Wheat	TraesCS2D02G199900	8aW3xQqeUjJxlLFyVsDrHjO8b9w6lp2K	R1	R4	R2	R3
Wheat	TraesCS2D02G199900	wnoH1sywS97TKcIWYiXdArrsK5A1Q6k3	R2	R4	R3	R1
Wheat	TraesCS2D02G548900	Q06bycI8Hw6W8H8jMDTtvos4Kgg6W9sE	R2	R4	R3	R1
Wheat	TraesCS2D02G548900	fvHZkgN2HOdn35VTdjVZI6tl23KFQdGT	R2	R4	R3	R1
Wheat	TraesCS2D02G548900	wnoH1sywS97TKcIWYiXdArrsK5A1Q6k3	R1	R4	R3	R2
Wheat	TraesCS4A02G046700	9kHTf7pBqDzBjsFzsZ7AXunSNdL76JSK	R3	R1	R2	R4
Wheat	TraesCS4A02G046700	321kCZL8PFfVhO9clrd5RFDAujBOQ8CI	R3	R4	R1	R2
Wheat	TraesCS4A02G046700	wnoH1sywS97TKcIWYiXdArrsK5A1Q6k3	R2	R4	R3	R1
Wheat	TraesCS3A02G122600	j70VyO9EhEzZM07EZNTRSYsjYxt35cLG	R3	R4	R2	R1
Wheat	TraesCS3A02G122600	c2ozi7Iv8W1fs5lmySuF7Yk6wiPrrrEe	R1	R4	R3	R2
Wheat	TraesCS3A02G122600	321kCZL8PFfVhO9clrd5RFDAujBOQ8CI	R3	R4	R1	R2
Wheat	TraesCS3B02G141800	pMIWP5I4SbizXAZlSLMHUsHN7t58Lq35	R1	R3	R4	R2
Wheat	TraesCS3B02G141800	c2ozi7Iv8W1fs5lmySuF7Yk6wiPrrrEe	R1	R3	R4	R2
Wheat	TraesCS3B02G141800	f05T1RxysWTCnMykbaQQBqZDeUPdzIdk	R2	R4	R3	R1
Wheat	TraesCS3B02G275000	dXqtQwwyDMTcGvSWNpErufIsARy17qGC	R4	R2	R3	R1
Wheat	TraesCS3B02G275000	xLDk0wzPgHwru17RdA6ZGgUcMsS8b1sT	R2	R4	R3	R1
Wheat	TraesCS3B02G275000	pMIWP5I4SbizXAZlSLMHUsHN7t58Lq35	R1	R4	R2	R3
Wheat	TraesCS4A02G105300	8W90jJMJjAAgsQPvYDKV5JqtbwolQEpH	R2	R1	R3	R4
Wheat	TraesCS4A02G105300	9kHTf7pBqDzBjsFzsZ7AXunSNdL76JSK	R4	R1	R2	R3
Wheat	TraesCS4A02G105300	u8e2ngNR9fFI42d6uX7lIl4vFZQuPl9f	R2	R4	R3	R1
Wheat	TraesCS3D02G124500	8W90jJMJjAAgsQPvYDKV5JqtbwolQEpH	R2	R1	R3	R4
Wheat	TraesCS3D02G124500	xLDk0wzPgHwru17RdA6ZGgUcMsS8b1sT	R3	R4	R2	R1
Wheat	TraesCS3D02G124500	TaLE9GwThyLfGQI2HvyyjgXuVZGx4yJj	R1	R4	R3	R2
Wheat	TraesCS4B02G258200	xLDk0wzPgHwru17RdA6ZGgUcMsS8b1sT	R2	R4	R3	R1
Wheat	TraesCS4B02G258200	sWrdC0OoH0Ey8xgNSKo1gIF0GROlNeMT	R1	R3	R2	R4
Wheat	TraesCS4B02G258200	TaLE9GwThyLfGQI2HvyyjgXuVZGx4yJj	R1	R4	R2	R3
Wheat	TraesCS4A02G182800	dXqtQwwyDMTcGvSWNpErufIsARy17qGC	R2	R3	R1	R4
Wheat	TraesCS4A02G182800	FrKbjAuI6ch43rMF23dK7L5vVvCW1bEz	R1	R4	R3	R2
Wheat	TraesCS4A02G182800	BAFS4XfiSyQR1GKtcTBAM0YJLfxg3S15	R1	R3	R4	R2
Wheat	TraesCS6B02G356400	8W90jJMJjAAgsQPvYDKV5JqtbwolQEpH	R2	R1	R3	R4
Wheat	TraesCS6B02G356400	c2ozi7Iv8W1fs5lmySuF7Yk6wiPrrrEe	R1	R4	R3	R2
Wheat	TraesCS6B02G356400	321kCZL8PFfVhO9clrd5RFDAujBOQ8CI	R3	R4	R1	R2
Wheat	TraesCS6A02G227900	xLDk0wzPgHwru17RdA6ZGgUcMsS8b1sT	R1	R4	R3	R2
Wheat	TraesCS6A02G227900	sWrdC0OoH0Ey8xgNSKo1gIF0GROlNeMT	R2	R3	R4	R1
Wheat	TraesCS6A02G227900	BAFS4XfiSyQR1GKtcTBAM0YJLfxg3S15	R2	R4	R3	R1
Wheat	TraesCS4D02G130600	1BOMjdSGoh8NPgxWTwCbrsxeHWsNgPs9	R2	R3	R1	R4
Wheat	TraesCS4D02G130600	fvHZkgN2HOdn35VTdjVZI6tl23KFQdGT	R2	R4	R3	R1
Wheat	TraesCS4D02G130600	f05T1RxysWTCnMykbaQQBqZDeUPdzIdk	R2	R4	R3	R1
Wheat	TraesCS4D02G258000	pMIWP5I4SbizXAZlSLMHUsHN7t58Lq35	R1	R4	R3	R2
Wheat	TraesCS4D02G258000	fvHZkgN2HOdn35VTdjVZI6tl23KFQdGT	R2	R4	R3	R1
Wheat	TraesCS4D02G258000	79Z89kcb4MSxZ8qHHIgwd6cJIKEfRPG3	R3	R4	R2	R1
Wheat	TraesCS5A02G376500	pMIWP5I4SbizXAZlSLMHUsHN7t58Lq35	R1	R4	R2	R3
Wheat	TraesCS5A02G376500	FrKbjAuI6ch43rMF23dK7L5vVvCW1bEz	R1	R3	R2	R4
Wheat	TraesCS5A02G376500	f05T1RxysWTCnMykbaQQBqZDeUPdzIdk	R2	R4	R3	R1
Wheat	TraesCS5A02G155000	j70VyO9EhEzZM07EZNTRSYsjYxt35cLG	R3	R4	R1	R2
Wheat	TraesCS5A02G155000	8aW3xQqeUjJxlLFyVsDrHjO8b9w6lp2K	R1	R3	R2	R4
Wheat	TraesCS5A02G155000	u8e2ngNR9fFI42d6uX7lIl4vFZQuPl9f	R3	R4	R1	R2
